,ID,CNT_CHILDREN,AMT_INCOME_TOTAL,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,TARGET,CODE_GENDER_M
26571,5089270,0,72000.0,-1466,1,1,0,0,1,0
26572,5090956,0,72000.0,-1466,1,1,0,0,1,0
26573,5090958,0,72000.0,-1466,1,1,0,0,0,0
26575,5089271,0,315000.0,-3504,1,0,1,1,1,0
26576,5089273,0,315000.0,-3504,1,0,1,1,1,0
26577,5089274,0,315000.0,-3504,1,0,1,1,1,0
26578,5089275,0,315000.0,-3504,1,0,1,1,1,0
26580,5089278,0,315000.0,-3504,1,0,1,1,0,0
26581,5090960,0,315000.0,-3504,1,0,1,1,1,0
26582,5089279,0,108000.0,-187,1,1,1,1,1,0
26583,5089280,0,108000.0,-187,1,1,1,1,1,0
26586,5089287,0,67500.0,-1160,1,1,0,0,1,0
26587,5089288,0,67500.0,-1160,1,1,0,0,1,0
26588,5089289,0,67500.0,-1160,1,1,0,0,1,0
26592,5089295,0,67500.0,-1160,1,1,0,0,1,0
26595,5089298,0,67500.0,-1160,1,1,0,0,1,0
26596,5089299,0,67500.0,-1160,1,1,0,0,1,0
26597,5089300,0,67500.0,-1160,1,1,0,0,1,0
26598,5089301,0,67500.0,-1160,1,1,0,0,1,0
26599,5089302,0,67500.0,-1160,1,1,0,0,1,0
26600,5089303,0,67500.0,-1160,1,1,0,0,1,0
26601,5090961,0,67500.0,-1160,1,1,0,0,0,0
26602,5089304,0,193500.0,-886,1,0,0,0,1,1
26603,5089305,0,193500.0,-886,1,0,0,0,0,1
26604,5089306,0,54000.0,-1801,1,1,0,0,1,0
26606,5089308,0,54000.0,-1801,1,1,0,0,1,0
26607,5089309,0,54000.0,-1801,1,1,0,0,1,0
26608,5089311,1,675000.0,-1039,1,1,0,0,1,0
26609,5089312,1,675000.0,-1039,1,1,0,0,1,0
26610,5089313,1,675000.0,-1039,1,1,0,0,0,0
26611,5089314,1,675000.0,-1039,1,1,0,0,1,0
26613,5089316,0,135000.0,-825,1,1,1,1,1,0
26614,5089317,0,135000.0,-825,1,1,1,1,1,0
26615,5089320,0,135000.0,-825,1,1,1,1,1,0
26616,5089321,0,135000.0,-825,1,1,1,1,1,0
26617,5090655,0,135000.0,-825,1,1,1,1,0,0
26619,5090657,0,135000.0,-825,1,1,1,1,1,0
26621,5089323,0,135000.0,-2927,1,0,0,0,1,0
26623,5089325,0,72000.0,-126,1,1,1,0,0,0
26624,5089326,0,72000.0,-126,1,1,1,0,0,0
26627,5089330,0,247500.0,-4174,1,1,0,0,1,0
26629,5089334,0,247500.0,-4174,1,1,0,0,1,0
26630,5089335,0,247500.0,-4174,1,1,0,0,1,0
26631,5089336,0,247500.0,-4174,1,1,0,0,0,0
26632,5090659,0,247500.0,-4174,1,1,0,0,1,0
26633,5089338,0,112500.0,365243,1,0,0,0,0,0
26634,5089340,0,112500.0,365243,1,0,0,0,0,0
26637,5089343,2,112500.0,-735,1,0,1,0,1,0
26639,5089347,0,121500.0,-5239,1,1,0,0,1,0
26640,5089348,0,121500.0,-5239,1,1,0,0,1,0
26641,5089349,0,121500.0,-5239,1,1,0,0,1,0
26642,5089350,0,121500.0,-5239,1,1,0,0,1,0
26643,5089351,0,121500.0,-5239,1,1,0,0,1,0
26644,5089352,0,121500.0,-5239,1,1,0,0,1,0
26645,5089353,0,121500.0,-5239,1,1,0,0,0,0
26646,5089354,0,121500.0,-5239,1,1,0,0,0,0
26647,5089355,0,121500.0,-5239,1,1,0,0,1,0
26648,5089356,0,121500.0,-5239,1,1,0,0,1,0
26649,5089361,0,180000.0,-978,1,1,0,0,1,0
26651,5089363,0,202500.0,365243,1,0,1,0,0,0
26652,5089364,0,202500.0,365243,1,0,1,0,1,0
26653,5089365,0,202500.0,365243,1,0,1,0,0,0
26655,5089367,0,202500.0,365243,1,0,1,0,1,0
26656,5089368,0,202500.0,365243,1,0,1,0,0,0
26657,5089369,0,202500.0,365243,1,0,1,0,0,0
26662,5089375,0,90000.0,-4509,1,1,0,0,0,0
26665,5089378,0,90000.0,-4509,1,1,0,0,0,0
26666,5089379,0,90000.0,-4509,1,1,0,0,0,0
26667,5089380,0,90000.0,-4509,1,1,0,0,0,0
26669,5089382,0,126000.0,-248,1,1,0,0,1,1
26672,5089385,0,126000.0,-248,1,1,0,0,0,1
26675,5089387,0,112500.0,-2196,1,1,0,0,1,1
26676,5089388,0,112500.0,-2196,1,1,0,0,0,1
26677,5089390,0,112500.0,-2196,1,1,0,0,1,1
26678,5089392,0,562500.0,-2836,1,1,0,0,1,0
26679,5089393,0,562500.0,-2836,1,1,0,0,1,0
26681,5089395,0,562500.0,-2836,1,1,0,0,1,0
26682,5089396,0,562500.0,-2836,1,1,0,0,1,0
26684,5089398,0,562500.0,-2836,1,1,0,0,1,0
26685,5089399,0,562500.0,-2836,1,1,0,0,1,0
26686,5089401,0,562500.0,-2836,1,1,0,0,1,0
26689,5089404,0,562500.0,-2836,1,1,0,0,1,0
26691,5089408,0,94500.0,-3627,1,1,0,0,1,0
26692,5089409,0,94500.0,-3627,1,1,0,0,1,0
26693,5089410,0,94500.0,-3627,1,1,0,0,1,0
26694,5089411,0,94500.0,-3627,1,1,0,0,1,0
26695,5089412,0,94500.0,-3627,1,1,0,0,0,0
26697,5089414,0,94500.0,-3627,1,1,0,0,1,0
26699,5089416,0,94500.0,-3627,1,1,0,0,1,0
26701,5089418,0,112500.0,-3869,1,0,0,0,1,0
26706,5089423,0,112500.0,-3869,1,0,0,0,1,0
26709,5089431,0,171000.0,365243,1,0,0,0,1,0
26710,5089434,0,405000.0,-7127,1,0,0,0,0,0
26711,5089435,0,405000.0,-7127,1,0,0,0,0,0
26712,5089437,0,405000.0,-7127,1,0,0,0,1,0
26713,5089438,0,405000.0,-7127,1,0,0,0,1,0
26714,5089439,0,405000.0,-7127,1,0,0,0,1,0
26719,5089444,0,157500.0,-3474,1,1,1,0,1,0
26720,5089445,0,157500.0,-3474,1,1,1,0,1,0
26721,5089453,0,103500.0,365243,1,0,1,0,1,0
26722,5089454,0,103500.0,365243,1,0,1,0,1,0
26724,5089458,0,103500.0,365243,1,0,1,0,1,0
26725,5089459,0,103500.0,365243,1,0,1,0,1,0
26726,5090673,0,103500.0,365243,1,0,1,0,1,0
26727,5089463,2,67500.0,-248,1,1,1,0,1,0
26728,5089464,2,67500.0,-248,1,1,1,0,1,0
26729,5089465,2,67500.0,-248,1,1,1,0,1,0
26731,5089470,2,67500.0,-248,1,1,1,0,1,0
26732,5090674,2,67500.0,-248,1,1,1,0,1,0
26733,5089471,0,67500.0,-1831,1,0,0,0,0,0
26736,5089475,0,180000.0,-3443,1,0,0,0,0,1
26737,5089476,0,180000.0,-3443,1,0,0,0,1,1
26738,5089477,0,180000.0,-3443,1,0,0,0,0,1
26739,5089478,0,180000.0,-3443,1,0,0,0,0,1
26740,5089479,0,112500.0,-552,1,1,0,0,1,1
26741,5089480,1,36000.0,-5543,1,1,0,0,0,0
26742,5090675,1,36000.0,-5543,1,1,0,0,1,0
26743,5089485,2,315000.0,-309,1,1,1,0,1,0
26744,5089486,2,315000.0,-309,1,1,1,0,1,0
26745,5089487,2,315000.0,-309,1,1,1,0,0,0
26746,5090678,2,315000.0,-309,1,1,1,0,1,0
26747,5089489,2,180000.0,-217,1,1,1,0,1,0
26750,5089493,1,112500.0,-1313,1,0,0,0,1,0
26751,5089494,1,112500.0,-1313,1,0,0,0,0,0
26752,5089495,1,112500.0,-1313,1,0,0,0,0,0
26756,5089500,0,225000.0,-217,1,1,1,0,1,1
26757,5089501,0,225000.0,-217,1,1,1,0,0,1
26758,5089502,0,225000.0,-217,1,1,1,0,1,1
26759,5089503,0,225000.0,-217,1,1,1,0,1,1
26761,5089505,1,405000.0,-1678,1,1,1,1,0,0
26763,5089507,1,405000.0,-1678,1,1,1,1,1,0
26764,5089508,1,405000.0,-1678,1,1,1,1,0,0
26765,5089509,1,405000.0,-1678,1,1,1,1,1,0
26768,5089512,1,405000.0,-1678,1,1,1,1,1,0
26770,5089514,1,405000.0,-1678,1,1,1,1,0,0
26772,5089516,1,405000.0,-1678,1,1,1,1,1,0
26774,5089518,1,405000.0,-1678,1,1,1,1,1,0
26776,5089520,1,126000.0,-1160,1,1,1,0,0,1
26778,5089522,0,315000.0,-2286,1,1,0,0,1,0
26779,5089523,0,315000.0,-2286,1,1,0,0,1,0
26780,5089524,0,315000.0,-2286,1,1,0,0,1,0
26781,5089525,0,315000.0,-2286,1,1,0,0,0,0
26782,5089526,0,315000.0,-2286,1,1,0,0,1,0
26785,5089529,0,315000.0,-2286,1,1,0,0,1,0
26787,5089531,0,315000.0,-2286,1,1,0,0,1,0
26788,5089532,0,315000.0,-2286,1,1,0,0,1,0
26790,5089534,0,180000.0,-5574,1,1,1,0,1,0
26793,5089537,0,180000.0,-5574,1,1,1,0,1,0
26794,5089538,0,180000.0,-5574,1,1,1,0,0,0
26795,5089539,0,180000.0,-5574,1,1,1,0,1,0
26796,5089540,0,180000.0,-5574,1,1,1,0,0,0
26797,5089541,0,180000.0,-5574,1,1,1,0,1,0
26801,5089546,1,135000.0,-2043,1,0,1,0,0,0
26802,5089547,1,135000.0,-2043,1,0,1,0,0,0
26804,5089549,1,135000.0,-2043,1,0,1,0,1,0
26806,5089552,1,135000.0,-2043,1,0,1,0,1,0
26807,5089554,1,135000.0,-2043,1,0,1,0,1,0
26808,5090689,1,135000.0,-2043,1,0,1,0,0,0
26810,5089556,0,157500.0,-3078,1,1,0,0,1,0
26812,5089558,0,157500.0,-3078,1,1,0,0,0,0
26814,5089561,0,157500.0,-3078,1,1,0,0,1,0
26815,5089562,0,157500.0,-3078,1,1,0,0,1,0
26816,5089563,0,157500.0,-3078,1,1,0,0,1,0
26818,5089565,0,202500.0,-2713,1,1,0,0,1,0
26819,5089566,0,202500.0,-2713,1,1,0,0,1,0
26821,5089569,0,202500.0,-2713,1,1,0,0,1,0
26822,5089570,0,202500.0,-2713,1,1,0,0,1,0
26823,5089572,0,202500.0,-2713,1,1,0,0,1,0
26824,5089573,0,202500.0,-2713,1,1,0,0,1,0
26825,5089574,0,202500.0,-2713,1,1,0,0,1,0
26826,5089575,0,202500.0,-2713,1,1,0,0,1,0
26828,5089577,0,202500.0,-2713,1,1,0,0,0,0
26830,5089578,0,112500.0,-460,1,1,1,0,1,0
26832,5089580,0,112500.0,-460,1,1,1,0,1,0
26833,5089581,0,112500.0,-460,1,1,1,0,1,0
26834,5090691,0,112500.0,-460,1,1,1,0,1,0
26837,5089587,1,157500.0,-2074,1,1,0,0,1,1
26838,5089588,1,157500.0,-2074,1,1,0,0,0,1
26844,5089595,0,315000.0,-978,1,0,0,0,0,1
26846,5089597,2,112500.0,-1497,1,1,1,0,1,0
26847,5089598,2,112500.0,-1497,1,1,1,0,0,0
26849,5089602,2,112500.0,-1497,1,1,1,0,1,0
26850,5089603,2,112500.0,-1497,1,1,1,0,0,0
26851,5089605,0,112500.0,-1466,1,1,1,0,1,0
26852,5089606,0,112500.0,-1466,1,1,1,0,1,0
26853,5089607,0,112500.0,-1466,1,1,1,0,0,0
26854,5089609,0,247500.0,-1801,1,1,0,0,1,0
26856,5089616,0,247500.0,-1801,1,1,0,0,1,0
26857,5089617,0,247500.0,-1801,1,1,0,0,0,0
26858,5089618,0,247500.0,-1801,1,1,0,0,1,0
26859,5089619,0,247500.0,-1801,1,1,0,0,0,0
26860,5089620,0,247500.0,-1801,1,1,0,0,1,0
26861,5089621,0,247500.0,-1801,1,1,0,0,0,0
26862,5089622,0,315000.0,-309,1,1,1,1,1,0
26863,5089623,0,315000.0,-309,1,1,1,1,0,0
26864,5089624,0,315000.0,-309,1,1,1,1,0,0
26865,5089625,0,315000.0,-309,1,1,1,1,0,0
26868,5089628,0,315000.0,-309,1,1,1,1,1,0
26869,5089629,0,315000.0,-309,1,1,1,1,0,0
26871,5089631,0,315000.0,-309,1,1,1,1,0,0
26874,5089634,0,315000.0,-309,1,1,1,1,0,0
26875,5089635,0,315000.0,-309,1,1,1,1,0,0
26877,5090696,0,315000.0,-309,1,1,1,1,0,0
26878,5089636,1,157500.0,-1160,1,1,1,0,1,1
26879,5089637,1,157500.0,-1160,1,1,1,0,1,1
26881,5089639,1,157500.0,-1160,1,1,1,0,1,1
26882,5089640,1,157500.0,-1160,1,1,1,0,0,1
26885,5089643,1,157500.0,-1160,1,1,1,0,1,1
26890,5089648,0,306000.0,-2866,1,1,0,0,1,1
26892,5089650,0,99000.0,-370,1,1,0,0,1,0
26893,5089652,0,99000.0,-370,1,1,0,0,1,0
26894,5089653,0,99000.0,-370,1,1,0,0,1,0
26895,5089654,0,99000.0,-370,1,1,0,0,1,0
26896,5089655,0,99000.0,-370,1,1,0,0,0,0
26897,5089656,0,99000.0,-370,1,1,0,0,1,0
26898,5089657,0,99000.0,-370,1,1,0,0,1,0
26899,5089658,0,99000.0,-370,1,1,0,0,1,0
26901,5089661,0,99000.0,-370,1,1,0,0,1,0
26902,5089662,0,99000.0,-370,1,1,0,0,1,0
26903,5089663,0,99000.0,-370,1,1,0,0,0,0
26904,5089664,0,99000.0,-370,1,1,0,0,1,0
26905,5089667,0,157500.0,-248,1,1,0,0,1,1
26907,5089671,0,180000.0,-1070,1,0,0,0,1,1
26909,5089673,2,90000.0,-3657,1,1,1,0,1,0
26910,5089674,2,90000.0,-3657,1,1,1,0,1,0
26911,5089675,2,90000.0,-3657,1,1,1,0,1,0
26912,5089676,2,90000.0,-3657,1,1,1,0,1,0
26913,5090712,2,90000.0,-3657,1,1,1,0,1,0
26914,5090713,2,90000.0,-3657,1,1,1,0,1,0
26917,5089679,0,261000.0,-1070,1,1,0,0,0,0
26918,5089680,0,261000.0,-1070,1,1,0,0,0,0
26919,5089681,0,261000.0,-1070,1,1,0,0,0,0
26920,5089683,0,144000.0,-613,1,1,0,0,1,1
26922,5090714,0,144000.0,-613,1,1,0,0,0,1
26923,5089685,0,90000.0,365243,1,0,0,0,0,1
26924,5089686,0,90000.0,365243,1,0,0,0,0,1
26926,5089688,0,67500.0,-309,1,0,0,0,1,0
26927,5089689,0,67500.0,-309,1,0,0,0,0,0
26932,5089694,0,67500.0,-309,1,0,0,0,1,0
26935,5089697,0,135000.0,365243,1,0,1,0,0,0
26939,5089702,0,157500.0,-2470,1,1,0,0,1,1
26940,5089703,0,157500.0,-2470,1,1,0,0,1,1
26942,5089707,0,130500.0,-3504,1,0,0,0,1,1
26943,5089709,0,130500.0,-3504,1,0,0,0,1,1
26944,5089710,0,130500.0,-3504,1,0,0,0,1,1
26946,5089712,0,144000.0,-4662,1,0,1,0,1,0
26947,5089713,0,144000.0,-4662,1,0,1,0,1,0
26948,5089714,0,144000.0,-4662,1,0,1,0,1,0
26949,5089715,0,144000.0,-4662,1,0,1,0,1,0
26950,5089716,0,144000.0,-4662,1,0,1,0,1,0
26951,5089717,0,144000.0,-4662,1,0,1,0,1,0
26952,5089718,0,144000.0,-4662,1,0,1,0,1,0
26953,5089719,0,144000.0,-4662,1,0,1,0,1,0
26954,5089720,0,144000.0,-4662,1,0,1,0,1,0
26955,5089722,0,315000.0,-3262,1,1,1,1,0,0
26956,5089724,0,234000.0,-10232,1,1,0,0,1,0
26958,5090719,0,234000.0,-10232,1,1,0,0,1,0
26959,5089727,0,94500.0,365243,1,0,0,0,1,0
26960,5089728,0,94500.0,365243,1,0,0,0,1,0
26963,5089733,0,135000.0,-6761,1,1,1,0,1,0
26967,5089739,0,135000.0,-6761,1,1,1,0,1,0
26968,5089741,0,135000.0,-6761,1,1,1,0,1,0
26969,5089742,0,135000.0,-6761,1,1,1,0,1,0
26970,5089743,0,135000.0,-6761,1,1,1,0,0,0
26974,5089748,1,99000.0,-5239,1,0,0,0,1,1
26975,5089749,1,99000.0,-5239,1,0,0,0,1,1
26976,5089750,1,99000.0,-5239,1,0,0,0,1,1
26977,5089751,1,99000.0,-5239,1,0,0,0,1,1
26978,5089752,1,99000.0,-5239,1,0,0,0,1,1
26979,5089753,1,99000.0,-5239,1,0,0,0,0,1
26980,5089754,1,99000.0,-5239,1,0,0,0,1,1
26981,5089755,0,58500.0,-582,1,0,1,0,1,0
26982,5089756,0,58500.0,-582,1,0,1,0,1,0
26983,5089757,0,58500.0,-582,1,0,1,0,1,0
26984,5089758,0,58500.0,-582,1,0,1,0,0,0
26985,5089759,0,58500.0,-582,1,0,1,0,0,0
26986,5089760,0,180000.0,-886,1,0,0,1,1,1
26987,5089761,0,180000.0,-886,1,0,0,1,0,1
26988,5089762,2,225000.0,-2531,1,1,0,0,1,1
26989,5089763,2,225000.0,-2531,1,1,0,0,0,1
26990,5089764,2,225000.0,-2531,1,1,0,0,0,1
26991,5089765,2,225000.0,-2531,1,1,0,0,0,1
26992,5089766,2,225000.0,-2531,1,1,0,0,1,1
26993,5089767,2,225000.0,-2531,1,1,0,0,0,1
26994,5089768,2,225000.0,-2531,1,1,0,0,1,1
26995,5089769,2,225000.0,-2531,1,1,0,0,1,1
26996,5089770,2,225000.0,-2531,1,1,0,0,1,1
26997,5089771,2,225000.0,-2531,1,1,0,0,1,1
26999,5089776,0,247500.0,-7369,1,1,0,0,1,1
27000,5089777,0,247500.0,-7369,1,1,0,0,1,1
27001,5089778,0,247500.0,-7369,1,1,0,0,1,1
27002,5089779,0,247500.0,-7369,1,1,0,0,1,1
27004,5089781,0,247500.0,-7369,1,1,0,0,1,1
27005,5089782,0,247500.0,-7369,1,1,0,0,1,1
27006,5089783,0,247500.0,-7369,1,1,0,0,1,1
27007,5089784,0,247500.0,-7369,1,1,0,0,0,1
27008,5089785,0,247500.0,-7369,1,1,0,0,0,1
27009,5089786,0,112500.0,-1405,1,0,0,0,1,0
27010,5089787,0,126000.0,-1283,1,1,1,0,1,0
27012,5089789,0,126000.0,-1283,1,1,1,0,1,0
27013,5089791,0,126000.0,-1283,1,1,1,0,0,0
27014,5089792,0,126000.0,-1283,1,1,1,0,1,0
27015,5089793,0,126000.0,-1283,1,1,1,0,1,0
27017,5089796,0,126000.0,-1283,1,1,1,0,0,0
27018,5089797,0,126000.0,-1283,1,1,1,0,1,0
27019,5089798,0,126000.0,-1283,1,1,1,0,1,0
27020,5089799,0,126000.0,-1283,1,1,1,0,0,0
27021,5089800,0,126000.0,-1283,1,1,1,0,1,0
27022,5089801,0,126000.0,-1283,1,1,1,0,1,0
27023,5089802,0,126000.0,-1283,1,1,1,0,1,0
27024,5090779,0,126000.0,-1283,1,1,1,0,1,0
27027,5089808,1,202500.0,-3443,1,0,0,0,1,0
27029,5089810,1,202500.0,-3443,1,0,0,0,0,0
27030,5089811,1,202500.0,-3443,1,0,0,0,0,0
27031,5089812,1,202500.0,-3443,1,0,0,0,1,0
27037,5090780,1,202500.0,-3443,1,0,0,0,1,0
27039,5089819,1,270000.0,-917,1,0,1,0,0,1
27040,5089820,1,157500.0,-1160,1,0,0,0,1,0
27041,5089821,1,157500.0,-1160,1,0,0,0,1,0
27045,5089825,0,225000.0,365243,1,0,0,0,0,0
27046,5089826,0,225000.0,365243,1,0,0,0,0,0
27047,5089827,0,225000.0,365243,1,0,0,0,0,0
27048,5089828,0,225000.0,365243,1,0,0,0,1,0
27049,5089829,0,225000.0,365243,1,0,0,0,0,0
27050,5089830,0,225000.0,365243,1,0,0,0,0,0
27051,5089831,0,225000.0,365243,1,0,0,0,0,0
27052,5089832,0,225000.0,365243,1,0,0,0,0,0
27053,5089833,0,225000.0,365243,1,0,0,0,0,0
27054,5089834,0,225000.0,365243,1,0,0,0,0,0
27055,5089835,0,225000.0,365243,1,0,0,0,1,0
27056,5089836,0,225000.0,365243,1,0,0,0,1,0
27058,5089838,0,225000.0,365243,1,0,0,0,0,0
27059,5089839,0,225000.0,365243,1,0,0,0,0,0
27063,5090796,0,225000.0,365243,1,0,0,0,1,0
27064,5090797,0,225000.0,365243,1,0,0,0,1,0
27065,5089843,1,225000.0,-1862,1,0,1,1,1,0
27066,5089844,1,225000.0,-1862,1,0,1,1,1,0
27067,5089845,1,225000.0,-1862,1,0,1,1,1,0
27068,5089846,1,225000.0,-1862,1,0,1,1,1,0
27069,5089847,1,225000.0,-1862,1,0,1,1,1,0
27070,5089848,1,225000.0,-1862,1,0,1,1,0,0
27071,5089849,1,225000.0,-1862,1,0,1,1,1,0
27072,5089852,0,202500.0,365243,1,0,0,0,0,0
27073,5089855,0,202500.0,365243,1,0,0,0,1,0
27076,5089857,1,108000.0,-95,1,0,0,1,0,0
27078,5089860,0,76500.0,365243,1,0,1,0,1,0
27080,5089862,0,76500.0,365243,1,0,1,0,0,0
27081,5089866,0,76500.0,365243,1,0,1,0,1,0
27082,5089868,0,180000.0,365243,1,0,0,0,1,0
27083,5089869,0,180000.0,365243,1,0,0,0,0,0
27084,5089870,0,180000.0,365243,1,0,0,0,1,0
27085,5089871,0,180000.0,365243,1,0,0,0,1,0
27086,5089877,0,144000.0,365243,1,0,0,0,1,0
27087,5089883,0,144000.0,365243,1,0,0,0,1,0
27088,5089885,0,144000.0,365243,1,0,0,0,1,0
27089,5089886,0,144000.0,365243,1,0,0,0,1,0
27090,5090852,0,144000.0,365243,1,0,0,0,1,0
27091,5089887,0,157500.0,-1556,1,0,0,0,1,0
27092,5090886,0,157500.0,-1556,1,0,0,0,1,0
27093,5089888,0,67500.0,-1678,1,0,0,0,1,1
27094,5089889,0,67500.0,-1678,1,0,0,0,1,1
27095,5089890,0,67500.0,365243,1,0,0,1,1,0
27096,5089894,0,67500.0,365243,1,0,0,1,1,0
27097,5089895,0,67500.0,365243,1,0,0,1,1,0
27098,5089896,0,67500.0,365243,1,0,0,1,1,0
27099,5090905,0,67500.0,365243,1,0,0,1,1,0
27100,5090906,0,67500.0,365243,1,0,0,1,1,0
27102,5089901,0,47790.0,365243,1,0,0,0,1,0
27103,5090941,0,47790.0,365243,1,0,0,0,1,0
27104,5089903,0,225000.0,-1436,1,0,0,0,1,1
27105,5089904,0,225000.0,-1436,1,0,0,0,1,1
27106,5089905,0,225000.0,-1436,1,0,0,0,1,1
27108,5089908,0,225000.0,-1436,1,0,0,0,1,1
27109,5089909,0,225000.0,-1436,1,0,0,0,1,1
27110,5089910,0,225000.0,-1436,1,0,0,0,1,1
27112,5089914,0,144000.0,365243,1,0,1,0,1,0
27113,5089915,0,144000.0,365243,1,0,1,0,0,0
27115,5089917,0,144000.0,365243,1,0,1,0,0,0
27116,5089918,0,144000.0,365243,1,0,1,0,0,0
27117,5089919,0,144000.0,365243,1,0,1,0,1,0
27118,5089920,0,144000.0,365243,1,0,1,0,0,0
27119,5089921,0,144000.0,365243,1,0,1,0,0,0
27121,5089923,0,144000.0,365243,1,0,1,0,1,0
27122,5089924,0,144000.0,365243,1,0,1,0,1,0
27123,5089925,0,99000.0,-886,1,0,0,0,0,0
27124,5089926,0,180000.0,-3627,1,0,0,0,1,1
27125,5089929,0,157500.0,-4965,1,0,0,0,1,1
27126,5089930,0,157500.0,-4965,1,0,0,0,1,1
27132,5089937,0,157500.0,-917,1,0,0,0,1,0
27133,5089942,0,360000.0,-6123,1,0,0,1,1,0
27134,5089943,0,360000.0,-6123,1,0,0,1,1,0
27135,5089945,0,360000.0,-6123,1,0,0,1,1,0
27136,5089946,0,360000.0,-6123,1,0,0,1,1,0
27137,5089947,0,360000.0,-6123,1,0,0,1,1,0
27138,5090680,0,360000.0,-6123,1,0,0,1,0,0
27139,5089948,0,202500.0,-1100,1,0,0,0,0,0
27142,5089954,1,126000.0,-2105,1,0,0,0,1,1
27143,5089956,1,126000.0,-2105,1,0,0,0,1,1
27145,5089961,3,450000.0,-3078,1,0,0,1,1,1
27146,5089962,3,450000.0,-3078,1,0,0,1,1,1
27147,5089963,3,450000.0,-3078,1,0,0,1,1,1
27149,5089965,3,450000.0,-3078,1,0,0,1,0,1
27150,5089967,0,135000.0,-947,1,0,0,0,0,1
27151,5089968,0,135000.0,-947,1,0,0,0,1,1
27152,5089969,0,135000.0,-947,1,0,0,0,1,1
27153,5089970,0,135000.0,-947,1,0,0,0,0,1
27154,5089971,0,135000.0,-947,1,0,0,0,0,1
27155,5089972,0,135000.0,-947,1,0,0,0,1,1
27156,5089973,0,135000.0,-947,1,0,0,0,1,1
27160,5089978,0,90000.0,-11083,1,0,0,0,1,1
27161,5089979,0,90000.0,-11083,1,0,0,0,1,1
27162,5089981,0,180000.0,365243,1,0,0,0,1,0
27164,5089983,0,180000.0,365243,1,0,0,0,1,0
27165,5089986,0,180000.0,365243,1,0,0,0,1,0
27166,5089988,0,180000.0,365243,1,0,0,0,1,0
27167,5089989,0,180000.0,365243,1,0,0,0,1,0
27169,5089993,0,180000.0,365243,1,0,0,0,1,0
27170,5089994,0,180000.0,365243,1,0,0,0,1,0
27172,5089996,0,180000.0,365243,1,0,0,0,1,0
27173,5089997,0,180000.0,365243,1,0,0,0,0,0
27175,5090000,0,180000.0,365243,1,0,0,0,1,0
27176,5090001,0,180000.0,365243,1,0,0,0,0,0
27177,5090002,0,180000.0,365243,1,0,0,0,1,0
27178,5090003,0,180000.0,365243,1,0,0,0,1,0
27179,5090004,0,180000.0,365243,1,0,0,0,1,0
27180,5090720,0,180000.0,365243,1,0,0,0,1,0
27183,5090009,0,148500.0,-3048,1,1,0,0,0,0
27184,5090010,0,148500.0,-3048,1,1,0,0,1,0
27185,5090012,0,225000.0,-3716,1,0,0,0,0,0
27186,5090013,0,225000.0,-3716,1,0,0,0,0,0
27187,5090014,0,225000.0,-1587,1,0,0,0,0,1
27189,5090016,0,225000.0,-1587,1,0,0,0,1,1
27191,5090744,0,225000.0,-1587,1,0,0,0,0,1
27193,5090018,0,126000.0,-460,1,0,1,1,1,0
27195,5090020,0,126000.0,-460,1,0,1,1,1,0
27196,5090021,0,126000.0,-460,1,0,1,1,1,0
27198,5090023,0,126000.0,-460,1,0,1,1,1,0
27199,5090024,0,126000.0,-460,1,0,1,1,1,0
27201,5090026,0,126000.0,-460,1,0,1,1,1,0
27205,5090030,0,157500.0,-917,1,0,0,0,0,1
27206,5090031,0,157500.0,-917,1,0,0,0,1,1
27207,5090032,1,157500.0,-1648,1,0,0,0,0,0
27208,5090035,0,157500.0,365243,1,0,1,0,1,0
27210,5090039,1,225000.0,-6273,1,0,0,0,0,1
27212,5090042,1,225000.0,-6273,1,0,0,0,1,1
27213,5090044,1,225000.0,-6273,1,0,0,0,1,1
27214,5090046,1,225000.0,-6273,1,0,0,0,1,1
27218,5090050,0,69372.0,-217,1,1,1,0,0,0
27221,5090052,0,270000.0,-1770,1,0,0,0,0,1
27222,5090799,0,270000.0,-1770,1,0,0,0,1,1
27223,5090055,0,112500.0,-4113,1,0,0,0,0,0
27224,5090056,0,112500.0,-4113,1,0,0,0,1,0
27225,5090057,0,112500.0,-4113,1,0,0,0,1,0
27226,5090058,0,112500.0,-4113,1,0,0,0,1,0
27227,5090059,0,112500.0,-4113,1,0,0,0,1,0
27228,5090060,0,112500.0,-4113,1,0,0,0,1,0
27229,5090061,0,112500.0,-4113,1,0,0,0,1,0
27230,5090062,0,112500.0,-4113,1,0,0,0,0,0
27231,5090063,0,112500.0,-4113,1,0,0,0,0,0
27232,5090064,0,112500.0,-4113,1,0,0,0,1,0
27233,5090065,0,112500.0,-4113,1,0,0,0,1,0
27234,5090066,0,112500.0,-4113,1,0,0,0,0,0
27235,5090067,0,112500.0,-4113,1,0,0,0,1,0
27237,5090068,0,202500.0,365243,1,0,0,0,1,0
27238,5090070,1,157500.0,-2317,1,0,0,0,1,0
27240,5090071,0,130500.0,-3292,1,0,0,0,0,0
27242,5090073,0,130500.0,-3292,1,0,0,0,0,0
27243,5090074,0,202500.0,-4635,1,0,0,0,1,0
